0,1,2,3,4,5,6,7,8,9
28.057978510440947,41.62088644025194,65.9453809957499,36.29400052865364,46.10940905906788,51.983654396820434,41.049496406651606,69.35994889156991,62.421256186117645,66.4980976721414
29.59167999945723,39.222591622682025,66.23593003335704,38.47037086643675,51.03734300632806,53.876779630895605,36.21047135773869,65.89326750410389,60.88967230957136,65.42391768146135
32.57519736666847,38.502182638543005,65.9276392941103,39.049642717033315,45.29807031550464,54.845851874153986,37.85839472647722,66.91350503378983,58.50917016737311,67.45488047723921
32.71473847242086,36.388054752580764,63.91994941708221,41.487775859832645,43.0209037382156,51.17536910584613,32.441335624928804,61.602856346180744,54.49001824959041,65.03158189054723
29.495586043264126,35.767028037102754,68.30306559190349,42.05660103696502,47.02529724251463,57.29663457594539,33.367194473850674,66.67702472013312,54.96666622674494,70.63103735030228
30.917561543511912,40.62089314754266,65.81416664666469,37.070545558492086,52.378037752988654,54.24282551358711,38.96151022645401,67.17725705978688,62.31158924894604,64.26518217459193
27.880013578868162,42.44065775044395,63.904302568013875,35.32008201510332,45.94392359497719,53.11904452259768,38.3343720465219,67.67087956882399,62.63309577232823,62.859141258610094
32.51109991178224,36.34604529465497,65.10316524523869,41.36076222629161,39.43389526759081,53.19508457221191,33.70227301059272,65.26329272581053,54.01632053906827,68.95416007710449
28.833006531164763,45.47699781436815,62.79499814461,32.38763645855757,46.81547083516243,56.681548839989524,45.427267463603094,69.5094106756322,66.13352817380864,61.31520124094473
32.29987599716491,36.094994216202586,64.55521664236012,41.68057314665212,54.475963183740205,53.76234288124223,32.70933807369158,61.86532653726135,55.599148506944815,65.22909180044373
31.54124724357527,38.94328305964599,65.84092915300903,38.72437013551857,49.868465622147156,53.938737428116475,35.641000795086555,62.771657184593536,62.863367660393905,62.34249881238188
27.6806490242445,40.94101699136262,67.65083175128542,36.790388122513214,46.060287045204014,57.60468526458015,36.74117118231924,66.12264953481035,63.67945527568161,63.50461324386286
32.090505963753515,34.192474793090895,65.05684577797638,43.727917307596684,41.580865508091094,50.41275544647161,29.89566882696612,60.65980448688153,52.66369885246272,67.18752854193306
26.979270720125676,41.17423999419301,69.09930884583079,36.5325334115083,42.35361869651848,56.05874017104869,36.08311197378149,65.56400586702442,66.14822736001724,63.42850857236476
29.321865503806833,35.19231745846634,67.31646662891129,42.41450840761487,45.966203238120926,57.94312855252826,32.649443180471344,66.79423014456034,53.83497882651902,70.81198856712108
30.50416189073563,41.776963718679575,62.80244784088005,35.95810731705313,44.92682606896667,53.251282117343486,39.94602934810464,67.11870465528598,61.21410976660178,63.82958025796761
27.444671620019097,41.687583089993716,67.71876667306306,36.16858281066972,50.4478297723422,55.40944220876431,39.464835092141705,70.59223294517886,62.96425784245964,66.99456836989707
31.465940027420316,37.432731322286756,66.33805592829592,40.2912329265843,48.686843094620045,50.882101628391446,37.205288398003674,65.4872815083805,59.23434054529991,66.76988252193613
30.655408949595124,42.843272151313336,63.77770043021374,34.99180532077874,40.48187989650115,46.51847094051543,39.65107392017526,66.66177113122703,60.79150458804136,62.497449569426884
29.41027370333139,43.95585990617752,63.47024127790763,33.874751742817566,51.54230889988763,50.48765978264628,41.98675688954825,66.34086931073456,65.14149924064331,59.39523641324399
30.91564205514778,40.0434320464743,66.55191168663796,37.55613733595067,47.08535618834321,56.98391630591029,39.05713564561683,66.6219910856448,63.281531726360015,64.78938147418867
31.81682676009638,34.5133531353288,68.28109732053457,43.23950600035315,47.221863911685865,51.18211081709481,31.27499572754477,60.26039537793089,57.2673035789484,66.24628903850434
31.269978294859815,35.0406472440321,67.18164006419656,42.75932479935348,47.298635702085846,60.28237557646967,33.85631419875947,67.05111903400858,53.89782638761223,70.67899909120777
29.856974095763093,42.04477642028759,65.14732242319609,35.62263102222993,51.00732455435863,54.97429685112349,39.48285823474384,66.38083381258829,64.46483479025495,62.47765852350173
27.40044931637244,37.57735952574395,68.7722708139557,40.19247287508873,53.588138069671146,58.3929338969768,33.64258999138967,67.13369084303476,58.36205710014936,68.22891378687862
29.029733452956187,45.67321049121958,62.597468648443716,32.09183745683929,56.730193930880084,53.3116174971628,45.36773396819649,68.73091485872723,68.87696133539035,58.77294609164775
30.267945654007836,42.07130037242609,63.29290985938045,35.70327785790705,43.44339952483799,54.502011459353234,38.86366403272758,64.03252896808506,64.07427877676449,59.63320263590686
29.262345948049607,35.44619517944693,67.70861242911553,42.17054630098949,45.996760713444125,56.76902681979942,33.12873092023399,65.0037712438198,55.69341835513544,69.46419749302459
27.604403358174718,33.51249760662799,70.64386188677774,44.24910759873936,47.31159797270597,51.491384578191116,30.44218715434025,66.19214426797498,53.544900886799006,72.03363082158974
29.08721662064127,40.340970657246544,64.25259275801528,37.37018541227604,52.00799682565747,51.750744244673896,36.55764699087431,64.64812496767247,61.806032398569016,62.50695009412474
30.339598158221996,39.59412975414527,65.60827296885144,38.138202522033424,47.192127748739985,53.617954313682716,34.88081766573406,62.778440128782634,63.38831956239634,61.6047668599856
25.72653856771345,37.730738817013425,69.30928086128648,40.22557581585631,51.94651112247533,60.60110885401666,33.931112868344826,70.7322116799159,56.280858025065584,71.41139912461807
31.78784898832766,36.85284836292481,64.45765918098492,40.833583822983,47.99520609505729,53.21872356506932,36.08203734574241,66.53114259829213,56.332112270732104,68.63630754370932
29.675521180998313,40.05376118375836,67.36875016042187,37.56927919238983,43.01702684174622,56.92986655126087,39.41955749558752,67.28624295140375,62.767306396239434,66.06778761813736
33.37528863781509,36.162158702285275,65.03730476744008,41.83796367293788,54.1368753137966,47.42161185516231,35.879522336019946,61.36959914827111,57.78914630880768,64.4228647088281
31.91943607703364,35.914658793056276,65.48251975086006,41.872791839679515,48.593304724235736,55.08740103954588,32.430821939757294,63.04517196347579,55.91624227449526,67.05771577249112
27.343527908358773,39.300644543889106,69.509173660538,38.43324925645523,51.78755157758514,55.36049843691433,37.32640014705386,69.6193275900879,61.623376072614356,68.19213835944626
25.453558616314474,38.56507805230005,70.62666830693222,39.24289753732132,46.53493528404121,61.570312296001966,34.47866990286779,67.48391351545467,61.801872600940925,68.11235105928061
29.92072952268755,41.539020677281385,63.99003497505682,36.17500182404598,50.392838316610785,51.49667127757345,39.82448706528971,67.94485918781767,60.694427868486834,64.9020420996873
31.250986723717535,36.39641621011699,66.33423447979037,41.289694586365016,51.08603073997926,52.187248224315375,35.43649709107571,64.62761324053743,56.54049250777677,67.08616941776042
31.512271489842867,36.14576809962009,65.42071713084717,41.669141716695364,45.894662399887366,51.63857765875864,34.510316999535924,64.07217801016246,55.554586046241,67.30498164046624
